id,created_at,resolved_at,minutes,impact,status,name,components,updates,url,evidence
998yynlnkknw,2017-11-28T11:37:00,2017-11-28T11:50:00,13,minor,resolved,Elevated error rates in API calls for US 03 environment,,,https://braze.statuspage.io/incidents/998yynlnkknw,company-own (operational)
ydjd4q7bh9vt,2017-11-16T08:00:00,2017-11-16T15:45:00,465,maintenance,resolved,"[Scheduled] New Dashboard UI Launch & Braze Cutover on Thursday, November 16th",,,https://braze.statuspage.io/incidents/ydjd4q7bh9vt,company-own (operational)
pm4wq1mmdkq1,2017-11-14T17:30:00,2017-11-14T17:54:00,24,minor,resolved,Delayed processing for EU cluster,,,https://braze.statuspage.io/incidents/pm4wq1mmdkq1,company-own (operational)
q73wkgfvf0gt,2017-11-11T08:56:00,2017-11-11T15:16:00,380,minor,resolved,Delayed data processing on US 01 cluster,,,https://braze.statuspage.io/incidents/q73wkgfvf0gt,company-own (operational)
d7httkp0dwnv,2017-11-10T13:19:00,2017-11-10T13:28:00,9,none,resolved,iOS Push Sending Delayed,,,https://braze.statuspage.io/incidents/d7httkp0dwnv,company-own (operational)
5g7xh5f8xq6c,2017-11-05T20:00:00,2017-11-05T21:36:00,96,maintenance,resolved,[Scheduled] Scheduled maintenance 11/05 at 8pm ET for US 01 - no service interruption expected,,,https://braze.statuspage.io/incidents/5g7xh5f8xq6c,company-own (operational)
yxqmd601mznq,2017-10-14T02:21:00,2017-10-14T05:40:00,199,minor,resolved,EU-01 - Delayed Data Process and Message Sending,,,https://braze.statuspage.io/incidents/yxqmd601mznq,company-own (operational)
vgrkkgwz8rxn,2017-10-09T16:53:00,2017-10-09T17:41:00,48,minor,resolved,We are investigating connectivity issues to the US 01 dashboard,,,https://braze.statuspage.io/incidents/vgrkkgwz8rxn,company-own (operational)
5ktv9mh72bd9,2017-10-03T08:34:00,2017-10-03T16:17:00,463,minor,resolved,Delayed data processing for some customers,,,https://braze.statuspage.io/incidents/5ktv9mh72bd9,company-own (operational)
y9mgbsjwz89y,2017-09-29T17:25:00,2017-09-29T22:31:00,306,minor,resolved,Delayed data processing and message sending for some customers,,,https://braze.statuspage.io/incidents/y9mgbsjwz89y,company-own (operational)
p2wk1p6xdzcz,2017-09-22T07:10:00,2017-09-22T07:57:00,47,minor,resolved,Delayed data processing for some customers,,,https://braze.statuspage.io/incidents/p2wk1p6xdzcz,company-own (operational)
f3hyx99clmtv,2017-09-14T12:38:00,2017-09-14T14:01:00,83,major,resolved,Investigating database issues affecting US 01,,,https://braze.statuspage.io/incidents/f3hyx99clmtv,company-own (operational)
r7c4d97gnwsl,2017-09-12T15:43:00,2017-09-12T18:12:00,149,critical,resolved,Platform Outage - US-02 Cluster,,,https://braze.statuspage.io/incidents/r7c4d97gnwsl,company-own (operational)
mqf4219nzz74,2017-09-09T01:27:00,2017-09-09T01:41:00,14,minor,resolved,Elevated error rates - US-01,,,https://braze.statuspage.io/incidents/mqf4219nzz74,company-own (operational)
w7h351wmw7j5,2017-08-23T15:12:00,2017-08-23T21:10:00,358,minor,resolved,Connectivity to US cluster seeming due to AWS incident,,,https://braze.statuspage.io/incidents/w7h351wmw7j5,company-own (operational)
rf9gv2yydp5f,2017-08-15T14:01:00,2017-08-15T18:10:00,249,minor,resolved,Connectivity to US cluster seeming due to AWS incident,,,https://braze.statuspage.io/incidents/rf9gv2yydp5f,company-own (operational)
sw457vhl8vdg,2017-08-10T12:02:00,2017-08-10T12:16:00,14,major,resolved,Connectivity issues on EU cluster,,,https://braze.statuspage.io/incidents/sw457vhl8vdg,company-own (operational)
nl1g1r1f9csy,2017-08-05T08:49:00,2017-08-05T10:14:00,85,minor,resolved,Elevated error rates on Data Collection,,,https://braze.statuspage.io/incidents/nl1g1r1f9csy,company-own (operational)
2qgcql99yr1b,2017-08-02T19:41:00,2017-08-02T20:38:00,57,critical,resolved,Investigating major connectivity issues,,,https://braze.statuspage.io/incidents/2qgcql99yr1b,company-own (operational)
kq7dlnchpgsh,2017-07-27T20:42:00,2017-07-27T21:23:00,41,minor,resolved,Delayed data processing and message sending due to AWS connectivity errors,,,https://braze.statuspage.io/incidents/kq7dlnchpgsh,company-own (operational)
2cmblkpk618n,2017-07-27T09:57:00,2017-07-27T11:48:00,111,critical,resolved,Investigating connectivity issues,,,https://braze.statuspage.io/incidents/2cmblkpk618n,company-own (operational)
r115r9w493xt,2017-07-26T12:34:00,2017-07-26T14:53:00,139,minor,resolved,APNS Outage - US Clusters,,,https://braze.statuspage.io/incidents/r115r9w493xt,company-own (operational)
gpqzby705dzq,2017-07-24T14:21:00,2017-07-24T16:10:00,109,minor,resolved,Elevated errors on EU Cluster,,,https://braze.statuspage.io/incidents/gpqzby705dzq,company-own (operational)
klqpqxscydzy,2017-07-06T04:30:00,2017-07-06T08:30:00,240,maintenance,resolved,[Scheduled] AWS Direct Connect Maintenance - No Impact Expected,,,https://braze.statuspage.io/incidents/klqpqxscydzy,company-own (operational)
qqxy5y92dpxz,2017-06-28T10:01:00,2017-06-28T12:53:00,172,minor,resolved,Investigating connectivity issues,,,https://braze.statuspage.io/incidents/qqxy5y92dpxz,company-own (operational)
g8txm9q0h77c,2017-06-26T14:53:00,2017-06-26T15:46:00,53,minor,resolved,Data processing delays,,,https://braze.statuspage.io/incidents/g8txm9q0h77c,company-own (operational)
1kqt51dsc9zt,2017-06-09T09:09:00,2017-06-09T09:34:00,25,major,resolved,Delayed data processing and elevated REST API errors,,,https://braze.statuspage.io/incidents/1kqt51dsc9zt,company-own (operational)
6jh5wd4z6y40,2017-05-31T11:50:00,2017-05-31T12:07:00,17,minor,resolved,"Delayed data processing, data collection and message sending",,,https://braze.statuspage.io/incidents/6jh5wd4z6y40,company-own (operational)
4fccp0f7pv9z,2017-05-10T04:00:00,2017-05-10T08:00:00,240,maintenance,resolved,[Scheduled] AWS Direct Connect Maintenance - No Impact Expected,,,https://braze.statuspage.io/incidents/4fccp0f7pv9z,company-own (operational)
w4kshfxzmqzb,2017-05-04T21:54:00,2017-05-04T22:09:00,15,minor,resolved,Delayed data processing and message sending,,,https://braze.statuspage.io/incidents/w4kshfxzmqzb,company-own (operational)
yxlys0g7h29c,2017-04-11T21:14:00,2017-04-11T22:30:00,76,minor,resolved,Delayed data processing,,,https://braze.statuspage.io/incidents/yxlys0g7h29c,company-own (operational)
8xq7nnx86ftg,2017-03-13T00:00:00,2017-03-13T00:53:00,53,maintenance,resolved,[Scheduled] Maintenance to campaign and canvas time series database,,,https://braze.statuspage.io/incidents/8xq7nnx86ftg,company-own (operational)
kycrhwjrj2nf,2017-03-01T14:22:00,2017-03-01T15:37:00,75,major,resolved,Elevated error rates from API and delayed message sending,,,https://braze.statuspage.io/incidents/kycrhwjrj2nf,company-own (operational)
mc2sz8mk8k81,2017-02-28T13:07:00,2017-02-28T17:34:00,267,minor,resolved,Elevated Error Rates on Message Sending and Dashboard Services Due to AWS S3 Incident,,,https://braze.statuspage.io/incidents/mc2sz8mk8k81,company-own (operational)
mf7tq8hmfsy7,2017-01-22T05:40:00,2017-01-22T08:57:00,197,minor,resolved,Data Processing Delays,,,https://braze.statuspage.io/incidents/mf7tq8hmfsy7,company-own (operational)
kx1jnyxmdd9w,2017-01-13T09:59:00,2017-01-13T10:34:00,35,minor,resolved,Slow connectivity to the web dashboard,,,https://braze.statuspage.io/incidents/kx1jnyxmdd9w,company-own (operational)
s5j8brqbg8cr,2016-12-06T13:09:00,2016-12-06T14:03:00,54,minor,resolved,Data processing and message sending delays,,,https://braze.statuspage.io/incidents/s5j8brqbg8cr,company-own (operational)
grcvd2bbxl3t,2016-11-25T00:37:00,2016-11-25T03:37:00,180,none,resolved,EU data center delays,,,https://braze.statuspage.io/incidents/grcvd2bbxl3t,company-own (operational)
8xg755qzvrhx,2016-11-23T03:46:00,2016-11-23T05:22:00,96,none,resolved,Elevated Error Rates on SDK API EU,,,https://braze.statuspage.io/incidents/8xg755qzvrhx,company-own (operational)
wyx79g6bwm2x,2016-11-18T01:00:00,2016-11-18T04:26:00,206,maintenance,resolved,[Scheduled] Database maintenance,,,https://braze.statuspage.io/incidents/wyx79g6bwm2x,company-own (operational)
ntlc6vvwcy6v,2016-11-16T12:01:00,2016-11-16T12:55:00,54,minor,resolved,Investigating connectivity issues,,,https://braze.statuspage.io/incidents/ntlc6vvwcy6v,company-own (operational)
hbcrckh7579z,2016-11-09T07:55:00,2016-11-09T08:16:00,21,minor,resolved,Data processing delays,,,https://braze.statuspage.io/incidents/hbcrckh7579z,company-own (operational)
n9ph03c8bs9n,2016-11-06T12:35:00,2016-11-06T12:55:00,20,minor,resolved,Data processing delays,,,https://braze.statuspage.io/incidents/n9ph03c8bs9n,company-own (operational)
44hzc1fhv26t,2016-11-05T14:12:00,2016-11-05T15:51:00,99,none,resolved,Database Failure,,,https://braze.statuspage.io/incidents/44hzc1fhv26t,company-own (operational)
34t1mtwsdd0m,2016-11-05T11:56:00,2016-11-05T12:43:00,47,minor,resolved,Message sending delays,,,https://braze.statuspage.io/incidents/34t1mtwsdd0m,company-own (operational)
74kmpx96zg7b,2016-11-01T01:01:00,2016-11-01T01:19:00,18,maintenance,resolved,[Scheduled] Network maintenance,,,https://braze.statuspage.io/incidents/74kmpx96zg7b,company-own (operational)
j3y56bpsdbyz,2016-10-23T00:01:00,2016-10-23T04:24:00,263,maintenance,resolved,[Scheduled] Network maintenance - no customer impact expected,,,https://braze.statuspage.io/incidents/j3y56bpsdbyz,company-own (operational)
nkt7kqm79p68,2016-10-21T11:59:00,2016-10-21T18:03:00,364,none,resolved,Global DNS Event,,,https://braze.statuspage.io/incidents/nkt7kqm79p68,company-own (operational)
001lp1yz3flp,2016-10-21T08:12:00,2016-10-21T09:51:00,99,minor,resolved,DNS issue caused by attack on DYN,,,https://braze.statuspage.io/incidents/001lp1yz3flp,company-own (operational)
gbxg6lxg7y6c,2016-10-17T01:01:00,2016-10-17T03:33:00,152,maintenance,resolved,[Scheduled] Database Maintenance,,,https://braze.statuspage.io/incidents/gbxg6lxg7y6c,company-own (operational)
m4n21ft4tv49,2016-10-16T05:08:00,2016-10-16T07:16:00,128,none,resolved,Data Processing Delays,,,https://braze.statuspage.io/incidents/m4n21ft4tv49,company-own (operational)
2gk5fq35cqb8,2016-10-14T00:01:00,2016-10-14T00:22:00,21,maintenance,resolved,[Scheduled] Network maintenance - no customer impact expected,,,https://braze.statuspage.io/incidents/2gk5fq35cqb8,company-own (operational)
p3tlxfnrsl4g,2016-10-11T10:22:00,2016-10-11T16:47:00,385,minor,resolved,Data Processing Delays,,,https://braze.statuspage.io/incidents/p3tlxfnrsl4g,company-own (operational)
vptd9bztb5k0,2016-10-09T00:01:00,2016-10-09T01:15:00,74,maintenance,resolved,[Scheduled] Data center maintenance - no customer impact expected,,,https://braze.statuspage.io/incidents/vptd9bztb5k0,company-own (operational)
