date,kind,event,source_file,evidence
2026-06-17,infrastructure,host provisioned: argo-rollouts.k8s.stc-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argo-rollouts.k8s.stc-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argo-rollouts.k8s.stc-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argo-rollouts.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argo-rollouts.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-003.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-005.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-006.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-007.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-009.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.stc-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.stc-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.stc-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: argocd.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: change-management.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: churn-pangolin.id-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: churn-pangolin.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: cors-any.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: intel-jupyterhub.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-17,infrastructure,host provisioned: nessie.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: argo-rollouts.k8s.infra-001.i-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: argocd.k8s.infra-001.i-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: nessie.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: pce.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: pcedms-frontend.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: pcedms-frontend.i-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.cluster-003.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.cluster-005.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.stc-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.stc-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: polaris.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: sdk-az-us08.iad-08.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: sdk-us08.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: soleng-ser-awsleaderboard.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: soleng-ser-awsleaderboard.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: subcenter-08-az.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-18,infrastructure,host provisioned: subcenter-08.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: beacon.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: cityxcity.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: data-infra-load-tester.k8s.cluster-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: data-lake-connect.k8s.cluster-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: masquerade-dashboard.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: masquerade-dashboard.staging.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: misato-2.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: thanos-bucket.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: thanos-bucket.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: thanos-grpc-query.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: thanos-grpc-query.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: thanos-query.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: thanos-query.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-19,infrastructure,host provisioned: thanos-store.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: airflow.k8s.cluster-001.p-apne-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: argocd-dev.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: argocd-dev.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: beacon-storybook.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: beacon.k8s.tools-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: clickhouse-connect.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: currents-endpoint-tester.k8s.cluster-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: datahub.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: kirby-kafka-connect.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: masthead-e2e.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: prometheus-pushgateway.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: prometheus.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: rest.us-09.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: sdk-cc-us08.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-20,infrastructure,host provisioned: us-09.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: airflow-datalake.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: cpaas-callback-service.k8s.cluster-005.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: go-apis-rest.k8s.cluster-009.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: kargo-dev.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: nessie-hipaa.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: openbao.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: pbug.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: pbug.k8s.tools-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: prometheus-pushgateway.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: prometheus-pushgateway.k8s.upgrade-test-ci.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: prometheus.k8s.upgrade-test-ci.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: tenant.k8s.region-001.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: testkube.k8s.upgrade-test-ci.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: thanos-bucket.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: thanos-bucket.k8s.upgrade-test-ci.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: thanos-grpc-query.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: thanos-grpc-query.k8s.upgrade-test-ci.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: thanos-query.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: thanos-query.k8s.upgrade-test-ci.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: thanos-store.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: thanos-store.k8s.upgrade-test-ci.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: todd.braze.com,subdomains.csv,infrastructure (CT)
2026-06-21,infrastructure,host provisioned: windmill.k8s.core-001.cd-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: cc-sdk-05.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: cc-sdk-05.k8s.cluster-005.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: churn-pangolin.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: cobbler-api.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: kirby-kafka-connect-hipaa.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: kops-upgrade-dashboard.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: polaris.k8s.test-001-capz.d-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: prometheus-pushgateway.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: prometheus.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: prometheus.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: prometheus.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: prometheus.k8s.test-001-capz.d-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: public-screenshotter.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: screenshotter.k8s.test-001.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: testkube.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: testkube.k8s.cluster-003.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: testkube.k8s.cluster-005.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: testkube.k8s.cluster-007.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: testkube.k8s.stc-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: testkube.k8s.stc-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: testkube.k8s.test-001-capz.d-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: thanos-bucket.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: thanos-bucket.k8s.test-001-capz.d-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: thanos-grpc-query.k8s.test-001-capz.d-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: thanos-query.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: thanos-query.k8s.test-001-capz.d-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: thanos-store.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,infrastructure,host provisioned: thanos-store.k8s.test-001-capz.d-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-22,release,braze-react-native-sdk 21.1.0,sdk_releases.csv,company-own (technical)
2026-06-22,release,braze-swift-sdk 15.2.0,sdk_releases.csv,company-own (technical)
2026-06-22,release,braze-swift-sdk-prebuilt-dynamic 15.2.0,sdk_releases.csv,company-own (technical)
2026-06-22,release,braze-swift-sdk-prebuilt-static 15.2.0,sdk_releases.csv,company-own (technical)
2026-06-22,release,braze-swift-sdk-prebuilt-mergeable 15.2.0,sdk_releases.csv,company-own (technical)
2026-06-23,infrastructure,host provisioned: arbiter-api.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: ces.k8s.cluster-003.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: dataexport-backup-connector.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: go-apis-rest.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: internal-rest.au-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: k8s-testing-cert-manager.k8s.region-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: kirby.k8s.region-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: logs.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-002.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-005.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-007.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: misato-2.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: oauth-dev.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: oauth-staging.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: pr-dashboard.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: prometheus-pushgateway.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: prometheus.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: rest-01-internal-app.k8s.cluster-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: rest-01-internal.au-01.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: rest-responder.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: testkube.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: testkube.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: thanos-bucket.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: thanos-grpc-query.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: thanos-query.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: thanos-store.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-23,infrastructure,host provisioned: yeti.d-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: esg.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: go-apis.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: html-iam-templating-engine.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: internal-tools-queue-cache.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: internal-tools-queue-cache.staging.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: kafka-ui.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-001.p-apne-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-004.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-006.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-009.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: metric-api.prometheus.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: platform-dal.prometheus.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: podinfo-migrate-test-canary.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: podinfo-migrate-test-canary.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: podinfo-migrate-test.k8s.test-001.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: podinfo-migrate-test.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-24,infrastructure,host provisioned: podinfo.k8s.test-003.t-usw-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: api.continuum.k8s.tools-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: api.gpt-at-braze.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: api.internal-continuum.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: churn-pangolin.s-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: dataexport-standard.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: dataexport-test.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: event-replay.k8s.cluster-001.d-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: gpt-at-braze.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,infrastructure,host provisioned: kirby.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-25,release,braze-segment-swift 9.0.0,sdk_releases.csv,company-own (technical)
2026-06-25,release,braze-swift-sdk 16.0.0,sdk_releases.csv,company-own (technical)
2026-06-25,release,braze-swift-sdk-prebuilt-dynamic 16.0.0,sdk_releases.csv,company-own (technical)
2026-06-25,release,braze-swift-sdk-prebuilt-static 16.0.0,sdk_releases.csv,company-own (technical)
2026-06-25,release,braze-swift-sdk-prebuilt-mergeable 16.0.0,sdk_releases.csv,company-own (technical)
2026-06-26,filing,144 filed,filings.csv,statutory (SEC)
2026-06-26,filing,4 filed,filings.csv,statutory (SEC)
2026-06-26,infrastructure,host provisioned: android.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: api.ge-company.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: cachalot.k8s.core-001.cp-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: data-lake-user-profile-connect.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: internal-tools-queue-cache.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: internal-tools-queue-cache.k8s.region-001.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: k8s-sondheim.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: k8s-todd.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: kafka-ui-warpstream.k8s.cluster-001.p-apse-3.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: kafka-ui-warpstream.k8s.region-001.p-apse-2.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: nessie.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: nessie.k8s.cluster-010.p-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: rest-01.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: sdk-01.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: testkube.k8s.cluster-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: testkube.k8s.core-001.cp-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: testkube.k8s.region-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: testkube.k8s.stc-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: testkube.k8s.tools-001.s-use-1.braze.com,subdomains.csv,infrastructure (CT)
2026-06-26,infrastructure,host provisioned: www-origin.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: airflow-datalake.k8s.cluster-001.p-aze-us.braze.com,subdomains.csv,infrastructure (CT)
2026-06-27,infrastructure,host provisioned: apex-origin.braze.com,subdomains.csv,infrastructure (CT)
