slug,file,title,description,section,url,fetched,bytes,body_bytes,words,headings,h2s,code_blocks,tables,links,evidence
docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__keyword_processing__fuzzy_opt_out,docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__keyword_processing__fuzzy_opt_out.md,Fuzzy opt-out,"This reference article covers how to configure fuzzy opt-out, a setting that attempts to recognize when an inbound message does not match an opt-out keyword....",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/keyword_processing/fuzzy_opt_out,2026-09-02,6246,5701,899,6,3,0,8,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__keyword_processing__keyword_handling,docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__keyword_processing__keyword_handling.md,Custom keyword handling,"This reference article covers how Braze deals with two-way SMS, MMS, and RCS messaging and auto-responses. This includes explanations on how keyword triggering works as...",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/keyword_processing/keyword_handling,2026-09-02,7950,7378,1156,14,4,0,8,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__keyword_processing__optin_optout,docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__keyword_processing__optin_optout.md,Opt-in and opt-out keywords,This reference article covers how Braze processes basic opt-in and opt-out keywords for SMS messaging.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/keyword_processing/optin_optout,2026-09-02,3185,2686,423,3,2,0,12,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__keyword_processing__unknown_phone_numbers,docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__keyword_processing__unknown_phone_numbers.md,Handle unknown phone numbers - new users,This reference article covers how Braze processes unknown phone numbers from new users.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/keyword_processing/unknown_phone_numbers,2026-09-02,1465,950,150,2,1,0,0,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__link_shortening,docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__link_shortening.md,Link shortening,This reference article covers how to turn on link shortening in your SMS messages and some frequently asked questions.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/link_shortening,2026-09-02,17385,16915,2643,35,14,8,20,16,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__user_retargeting,docs__user_guide__channels__sms_mms_and_rcs__message_features_and_optimization__user_retargeting.md,User retargeting,This reference article covers how users can retarget their messages by a user's SMS and RCS interactions.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_features_and_optimization/user_retargeting,2026-09-02,6205,5745,924,19,2,4,4,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup,docs__user_guide__channels__sms_mms_and_rcs__message_setup.md,Message setup,"Set up SMS, MMS, and RCS messaging in Braze, including sender configuration, subscription groups, and phone numbers.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup,2026-09-02,814,421,55,2,1,0,0,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__rcs_setup,docs__user_guide__channels__sms_mms_and_rcs__message_setup__rcs_setup.md,Set up RCS,This reference article covers the requirements needed to get RCS up and running.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/rcs_setup,2026-09-02,4553,4178,676,8,4,0,0,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__sender_setup,docs__user_guide__channels__sms_mms_and_rcs__message_setup__sender_setup.md,SMS and RCS senders,"This article provides an overview of the codes and senders available for sending SMS, MMS, and RCS messages.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/sender_setup,2026-09-02,22696,22278,3498,36,5,0,102,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__sender_setup__10dlc,docs__user_guide__channels__sms_mms_and_rcs__message_setup__sender_setup__10dlc.md,Application-to-Person 10-Digit Long Codes,"This article covers A2P 10DLC, why 10DLC registration is necessary for US long code customers, helpful costs and throughput information, and how to get started...",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/sender_setup/10dlc,2026-09-02,7554,7047,1080,10,3,0,92,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__sender_setup__10dlc__10dlc_application,docs__user_guide__channels__sms_mms_and_rcs__message_setup__sender_setup__10dlc__10dlc_application.md,Required information for 10DLC application,This article covers the company and SMS campaign information Braze needs if you're working with us to register your 10DLC.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/sender_setup/10dlc/10dlc_application,2026-09-02,9785,9280,1298,3,2,0,132,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__sms_sending,docs__user_guide__channels__sms_mms_and_rcs__message_setup__sms_sending.md,SMS message sending,"Review subscription groups, message billing, and keyword fundamentals for sending SMS messages.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/sms_sending,2026-09-02,1624,1221,175,6,1,0,0,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__subscription_groups,docs__user_guide__channels__sms_mms_and_rcs__message_setup__subscription_groups.md,"SMS, MMS, and RCS subscription groups","This reference article covers subscription groups, subscription states, and the subscription group setup process for SMS, MMS, and RCS channels.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/subscription_groups,2026-09-02,15722,15236,2408,21,8,2,14,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__subscription_groups__geographic_permissions,docs__user_guide__channels__sms_mms_and_rcs__message_setup__subscription_groups__geographic_permissions.md,Geographic permissions,"This article covers the country allowlist for Geographic Permissions, which allows you to choose which countries SMS, MMS, and RCS can be delivered to.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/subscription_groups/geographic_permissions,2026-09-02,5853,5328,813,10,4,0,0,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__terms,docs__user_guide__channels__sms_mms_and_rcs__message_setup__terms.md,Terms to Know,"This glossary defines various SMS, MMS, and RCS terms you should know.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/terms,2026-09-02,8183,7823,1310,1,0,0,0,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__message_setup__user_phone_numbers,docs__user_guide__channels__sms_mms_and_rcs__message_setup__user_phone_numbers.md,User phone numbers,"This reference article covers SMS phone number formatting, how to importing phone numbers, as well as how to add users to SMS subscription groups.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/message_setup/user_phone_numbers,2026-09-02,5328,4861,766,9,7,0,16,0,company-own (technical)
docs__user_guide__channels__sms_mms_and_rcs__reporting,docs__user_guide__channels__sms_mms_and_rcs__reporting.md,"Reporting for SMS, MMS, and RCS","This reference article covers SMS, MMS, and RCS metrics used at Braze, as well as how to view them in your SMS, MMS, and RCS...",user_guide/channels,https://www.braze.com/docs/user_guide/channels/sms_mms_and_rcs/reporting,2026-09-02,14136,13722,2132,22,7,2,52,0,company-own (technical)
docs__user_guide__channels__transactional_email,docs__user_guide__channels__transactional_email.md,Transactional email,"Send transactional emails for critical, time-sensitive notifications triggered by API calls in Braze.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/transactional_email,2026-09-02,2307,1944,261,5,4,0,10,0,company-own (technical)
docs__user_guide__channels__transactional_email__create_a_transactional_email,docs__user_guide__channels__transactional_email__create_a_transactional_email.md,Create a transactional email,This reference article covers how to create and configure a new Braze Transactional Email campaign.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/transactional_email/create_a_transactional_email,2026-09-02,5104,4675,706,4,2,0,0,0,company-own (technical)
docs__user_guide__channels__transactional_email__tracking,docs__user_guide__channels__transactional_email__tracking.md,Track transactional emails,This reference article covers how to set up real-time tracking for transactional email campaigns.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/transactional_email/tracking,2026-09-02,7095,6710,942,6,1,4,16,0,company-own (technical)
docs__user_guide__channels__webhooks,docs__user_guide__channels__webhooks.md,Webhooks,"Connect your systems with webhooks in Braze, triggered by custom events to send data and programmatic messages to external endpoints.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/webhooks,2026-09-02,3589,3227,512,6,5,0,0,0,company-own (technical)
docs__user_guide__channels__webhooks__create_a_webhook,docs__user_guide__channels__webhooks__create_a_webhook.md,Create a webhook campaign,This reference article covers how to create and configure a webhook campaign.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/webhooks/create_a_webhook,2026-09-02,17780,17422,2854,27,7,4,35,1,company-own (technical)
docs__user_guide__channels__webhooks__reporting,docs__user_guide__channels__webhooks__reporting.md,Webhook reporting,This reference article provides an overview of the different webhook reporting metrics and analytics options provided in the Braze dashboard.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/webhooks/reporting,2026-09-02,6838,6438,1026,14,3,0,14,0,company-own (technical)
docs__user_guide__channels__webhooks__use_case_create_a_braze_to_braze_webhook,docs__user_guide__channels__webhooks__use_case_create_a_braze_to_braze_webhook.md,Create a Braze-to-Braze webhook,This reference article covers when to use User Update versus Braze-to-Braze webhooks and how to create a Braze-to-Braze webhook.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/webhooks/use_case_create_a_braze_to_braze_webhook,2026-09-02,7069,6606,1060,10,7,2,2,1,company-own (technical)
docs__user_guide__channels__whatsapp,docs__user_guide__channels__whatsapp.md,WhatsApp,"Reach customers with personalized WhatsApp messages for support, notifications, and promotional campaigns through Braze.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp,2026-09-02,2734,2385,327,8,4,0,12,0,company-own (technical)
docs__user_guide__channels__whatsapp__best_practices,docs__user_guide__channels__whatsapp__best_practices.md,WhatsApp best practices,"This article outlines suggested best practices when using the WhatsApp messaging channel, including how to maintain a high phone quality rating and avoid a high...",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/best_practices,2026-09-02,3116,2678,430,6,1,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__create_a_whatsapp_message,docs__user_guide__channels__whatsapp__create_a_whatsapp_message.md,Create a WhatsApp message,"This reference article covers how to create a WhatsApp message and configure WhatsApp-specific fields, settings, and message behavior.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/create_a_whatsapp_message,2026-09-02,11028,10595,1551,18,8,0,108,2,company-own (technical)
docs__user_guide__channels__whatsapp__create_a_whatsapp_message__message_and_image_formats,docs__user_guide__channels__whatsapp__create_a_whatsapp_message__message_and_image_formats.md,WhatsApp message and image formats,"This reference article covers message structure, component limits, and media asset requirements for creating WhatsApp messages and templates.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/create_a_whatsapp_message/message_and_image_formats,2026-09-02,14071,13569,1936,27,4,0,279,0,company-own (technical)
docs__user_guide__channels__whatsapp__faq,docs__user_guide__channels__whatsapp__faq.md,Frequently asked questions,This article addresses some of the most frequently asked questions that arise when setting up WhatsApp campaigns.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/faq,2026-09-02,21510,21141,3345,69,1,0,12,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization,docs__user_guide__channels__whatsapp__message_features_and_optimization.md,Features and optimization,"Optimize WhatsApp messages with delivery, click tracking, Flows, and more in Braze.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization,2026-09-02,730,332,37,2,1,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization__click_tracking,docs__user_guide__channels__whatsapp__message_features_and_optimization__click_tracking.md,Click tracking,"This reference article covers how to turn on click tracking in your WhatsApp messages, test shortened links, use your custom domain in tracked links, and...",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization/click_tracking,2026-09-02,10153,9662,1528,25,8,4,4,6,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization__optimized_delivery,docs__user_guide__channels__whatsapp__message_features_and_optimization__optimized_delivery.md,WhatsApp messages with optimized delivery,This reference article covers the steps involved in building out and creating a WhatsApp message with optimized delivery.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization/optimized_delivery,2026-09-02,4454,3963,607,7,3,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization__product_messages,docs__user_guide__channels__whatsapp__message_features_and_optimization__product_messages.md,Product messages,This page covers how to use WhatsApp product messages to send interactive WhatsApp messages that showcase products from your Meta catalog.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization/product_messages,2026-09-02,11236,10757,1585,21,8,2,17,1,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization__template_builder,docs__user_guide__channels__whatsapp__message_features_and_optimization__template_builder.md,WhatsApp Template Builder,"Learn how to create, configure, and submit WhatsApp message templates directly in Braze using the WhatsApp Template Builder.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization/template_builder,2026-09-02,10447,9973,1485,23,5,0,39,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization__template_builder__template_builder_liquid,docs__user_guide__channels__whatsapp__message_features_and_optimization__template_builder__template_builder_liquid.md,Liquid in the WhatsApp Template Builder,This reference article covers Message Extras and conditional Liquid logic in the WhatsApp Template Builder.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization/template_builder/template_builder_liquid,2026-09-02,10032,9512,1404,15,3,16,39,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization__template_builder__whatsapp_carousel_templates,docs__user_guide__channels__whatsapp__message_features_and_optimization__template_builder__whatsapp_carousel_templates.md,WhatsApp carousel templates,This reference article covers WhatsApp carousel templates.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization/template_builder/whatsapp_carousel_templates,2026-09-02,10436,9969,1476,22,5,0,22,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization__user_retargeting,docs__user_guide__channels__whatsapp__message_features_and_optimization__user_retargeting.md,User retargeting,This reference article covers how users can retarget their messages by users WhatsApp interactions.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization/user_retargeting,2026-09-02,2707,2267,350,9,1,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_features_and_optimization__whatsapp_flows,docs__user_guide__channels__whatsapp__message_features_and_optimization__whatsapp_flows.md,WhatsApp Flows,This reference article covers the steps involved in building out and creating a WhatsApp Flows message.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_features_and_optimization/whatsapp_flows,2026-09-02,8751,8313,1293,13,5,0,1,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_processing,docs__user_guide__channels__whatsapp__message_processing.md,Message processing,"Learn how Braze and Meta handle WhatsApp quality rating, messaging limits, opt-ins and opt-outs, user messages, and unknown phone numbers.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_processing,2026-09-02,798,382,51,2,1,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_processing__handling_unknown_phone_numbers,docs__user_guide__channels__whatsapp__message_processing__handling_unknown_phone_numbers.md,Handle unknown phone numbers,This reference article covers how Braze will go about handling unknown phone numbers for WhatsApp users.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_processing/handling_unknown_phone_numbers,2026-09-02,1736,1281,210,2,1,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_processing__messaging_users,docs__user_guide__channels__whatsapp__message_processing__messaging_users.md,User messages,This reference article covers how Braze will go about handling user messages.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_processing/messaging_users,2026-09-02,10094,9711,1559,20,5,1,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__message_processing__opt_ins_and_opt_outs,docs__user_guide__channels__whatsapp__message_processing__opt_ins_and_opt_outs.md,Opt-in and opt-out,This reference article covers different WhatsApp opt-in and opt-out methods.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_processing/opt_ins_and_opt_outs,2026-09-02,14006,13609,2120,25,5,4,16,1,company-own (technical)
docs__user_guide__channels__whatsapp__message_processing__quality_rating_and_messaging_limits,docs__user_guide__channels__whatsapp__message_processing__quality_rating_and_messaging_limits.md,Quality rating and messaging limits,This reference article covers how Meta influences your quality rating and messaging limits for the WhatsApp channel.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/message_processing/quality_rating_and_messaging_limits,2026-09-02,2467,1983,297,5,4,0,6,0,company-own (technical)
docs__user_guide__channels__whatsapp__meta_resources,docs__user_guide__channels__whatsapp__meta_resources.md,Meta resources,"This article provides helpful Meta documentation, information, and resources to improve your understanding of the WhatsApp integration.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/meta_resources,2026-09-02,22472,22071,3383,33,3,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__reporting,docs__user_guide__channels__whatsapp__reporting.md,WhatsApp reporting,"This reference article covers WhatsApp metrics used at Braze, as well as how to view them in your WhatsApp campaigns.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/reporting,2026-09-02,7488,7111,1109,15,1,0,16,0,company-own (technical)
docs__user_guide__channels__whatsapp__send_failures,docs__user_guide__channels__whatsapp__send_failures.md,Investigate WhatsApp send failures,"Use campaign analytics, the Message Activity Log, and Currents to investigate WhatsApp send failures and common Meta error codes.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/send_failures,2026-09-02,1870,1457,214,3,2,0,12,0,company-own (technical)
docs__user_guide__channels__whatsapp__use_cases__ads_that_click_to_whatsapp,docs__user_guide__channels__whatsapp__use_cases__ads_that_click_to_whatsapp.md,Ads That Click to WhatsApp,This reference article provides a step-by-step guide for setting up and using Ads That Click to WhatsApp.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/use_cases/ads_that_click_to_whatsapp,2026-09-02,3284,2856,490,3,2,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__use_cases__whatsapp_and_external_systems,docs__user_guide__channels__whatsapp__use_cases__whatsapp_and_external_systems.md,Integrate Braze and WhatsApp with an external AI or communication system,This reference article provides a step-by-step guide for integrating the Braze and WhatsApp integration with an external AI or communication system.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/use_cases/whatsapp_and_external_systems,2026-09-02,5633,5110,751,8,3,4,12,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup,docs__user_guide__channels__whatsapp__whatsapp_setup.md,WhatsApp setup,"This article covers how to set up the Braze WhatsApp channel, including prerequisites and suggested next steps.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup,2026-09-02,5889,5512,833,10,3,0,8,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__byo_connector,docs__user_guide__channels__whatsapp__whatsapp_setup__byo_connector.md,Bring Your Own WhatsApp connector,"This reference article provides a step-by-step walkthrough for setting up a Bring Your Own WhatsApp connector, which gives Braze access to your Infobip WhatsApp Business...",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/byo_connector,2026-09-02,5705,5219,765,11,7,0,16,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__embedded_signup,docs__user_guide__channels__whatsapp__whatsapp_setup__embedded_signup.md,WhatsApp embedded signup,This reference article provides a step-by-step walkthrough for the WhatsApp embedded signup workflow in Braze.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/embedded_signup,2026-09-02,3031,2612,386,3,2,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__multiple_business_accounts,docs__user_guide__channels__whatsapp__whatsapp_setup__multiple_business_accounts.md,Multiple WhatsApp Business accounts and phone numbers,This reference article covers the steps to add WhatsApp Business accounts and phone numbers.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/multiple_business_accounts,2026-09-02,3172,2720,404,6,2,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__subscription_groups,docs__user_guide__channels__whatsapp__whatsapp_setup__subscription_groups.md,WhatsApp subscription groups,"This article outlines WhatsApp subscription groups, what subscription states are offered, and how subscription groups are set.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/subscription_groups,2026-09-02,4571,4124,606,7,4,2,2,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__user_phone_numbers,docs__user_guide__channels__whatsapp__whatsapp_setup__user_phone_numbers.md,User phone numbers,"This reference article covers WhatsApp phone number formatting, how to importing phone numbers, as well as how to add users to WhatsApp subscription groups.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/user_phone_numbers,2026-09-02,2636,2171,357,5,1,0,16,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__whatsapp_phone_numbers,docs__user_guide__channels__whatsapp__whatsapp_setup__whatsapp_phone_numbers.md,WhatsApp phone numbers,"Manage WhatsApp Business phone numbers including acquisition, migration, and workspace transfers.",user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers,2026-09-02,730,312,37,2,1,0,0,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__whatsapp_phone_numbers__acquire_a_phone_number,docs__user_guide__channels__whatsapp__whatsapp_setup__whatsapp_phone_numbers__acquire_a_phone_number.md,Acquire a WhatsApp phone number,This reference article covers how to acquire a phone number from Twilio and Infobip.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/acquire_a_phone_number,2026-09-02,4854,4393,710,7,3,0,0,1,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__whatsapp_phone_numbers__migrate_a_phone_number,docs__user_guide__channels__whatsapp__whatsapp_setup__whatsapp_phone_numbers__migrate_a_phone_number.md,Migrate a WhatsApp phone number,This reference article covers how to migrate your WhatsApp phone number.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/migrate_a_phone_number,2026-09-02,3474,3025,450,7,4,0,8,0,company-own (technical)
docs__user_guide__channels__whatsapp__whatsapp_setup__whatsapp_phone_numbers__transfer_between_workspaces,docs__user_guide__channels__whatsapp__whatsapp_setup__whatsapp_phone_numbers__transfer_between_workspaces.md,Transfer WhatsApp phone numbers and subscription groups between workspaces,This reference article covers how to transfer your WhatsApp phone number and subscription groups between workspaces.,user_guide/channels,https://www.braze.com/docs/user_guide/channels/whatsapp/whatsapp_setup/whatsapp_phone_numbers/transfer_between_workspaces,2026-09-02,2761,2215,326,7,3,0,0,0,company-own (technical)
docs__user_guide__data,docs__user_guide__data.md,Braze Data Platform,"Learn about the Braze Data Platform, including how to unify, activate, and distribute your data.",user_guide/data,https://www.braze.com/docs/user_guide/data,2026-09-02,4391,4086,597,7,3,0,0,0,company-own (technical)
docs__user_guide__data__activation,docs__user_guide__data__activation.md,Data activation,"Activate your data with custom attributes, events, and catalogs. Understand data types, manage custom data, and build targeted messages.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation,2026-09-02,1072,708,96,3,2,0,0,0,company-own (technical)
docs__user_guide__data__activation__accounts,docs__user_guide__data__activation__accounts.md,Account objects,"Use account objects to segment users, personalize messages with account data, and manage account records.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/accounts,2026-09-02,6169,5817,804,16,9,4,76,0,company-own (technical)
docs__user_guide__data__activation__attributes,docs__user_guide__data__activation__attributes.md,Attributes,"Attributes store information about your users. Learn about standard attributes, custom attributes, data types, arrays of objects, and nested attributes.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/attributes,2026-09-02,1061,663,86,2,1,0,0,0,company-own (technical)
docs__user_guide__data__activation__attributes__array_of_objects,docs__user_guide__data__activation__attributes__array_of_objects.md,Array of objects,"This reference article covers using an array of objects as a data type for custom attributes, including limitations and usage examples.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/attributes/array_of_objects,2026-09-02,17524,17102,2544,11,7,44,60,0,company-own (technical)
docs__user_guide__data__activation__attributes__custom_attributes,docs__user_guide__data__activation__attributes__custom_attributes.md,Custom attributes,This page describes custom attributes and explains the various custom attribute data types.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/attributes/custom_attributes,2026-09-02,10921,10540,1636,19,6,0,6,0,company-own (technical)
docs__user_guide__data__activation__attributes__nested_custom_attribute_support,docs__user_guide__data__activation__attributes__nested_custom_attribute_support.md,Nested custom attributes,"This reference article covers using nested custom attributes as a data type for custom attributes, including limitations and usage examples.",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/attributes/nested_custom_attribute_support,2026-09-02,18353,17888,2568,17,12,40,56,0,company-own (technical)
docs__user_guide__data__activation__attributes__standard_attributes,docs__user_guide__data__activation__attributes__standard_attributes.md,Standard attributes,This reference article lists Braze's standard user attributes (reserved keys) and the syntax requirements for each.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/attributes/standard_attributes,2026-09-02,10069,9658,1384,11,10,4,109,1,company-own (technical)
docs__user_guide__data__activation__catalogs,docs__user_guide__data__activation__catalogs.md,Catalogs,This landing page is home to catalogs. Use catalogs and filtered sets to leverage non-user data in your Braze campaigns to send personalized messages.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/catalogs,2026-09-02,4345,3955,597,9,5,0,0,0,company-own (technical)
docs__user_guide__data__activation__catalogs__catalog_triggers__back_in_stock_notifications,docs__user_guide__data__activation__catalogs__catalog_triggers__back_in_stock_notifications.md,Back-in-stock notifications,"Learn how to set up back-in-stock notifications using your catalog and custom events, so you can automatically subscribe customers to receive notifications when an item...",user_guide/data,https://www.braze.com/docs/user_guide/data/activation/catalogs/catalog_triggers/back_in_stock_notifications,2026-09-02,7489,6967,1107,6,4,8,8,0,company-own (technical)
docs__user_guide__data__activation__catalogs__catalog_triggers__price_drop_notifications,docs__user_guide__data__activation__catalogs__catalog_triggers__price_drop_notifications.md,Price drop notifications,This reference article describes how to create price drop notifications in Braze catalogs.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/catalogs/catalog_triggers/price_drop_notifications,2026-09-02,7147,6715,1074,8,5,2,12,0,company-own (technical)
docs__user_guide__data__activation__catalogs__create,docs__user_guide__data__activation__catalogs__create.md,Create a catalog,This reference article covers how to create catalogs that reference non-user data in your Braze campaigns through Liquid.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/catalogs/create,2026-09-02,11802,11418,1810,21,9,2,104,2,company-own (technical)
docs__user_guide__data__activation__catalogs__selections,docs__user_guide__data__activation__catalogs__selections.md,Selections,This reference article covers how to create and use selections with your catalogs to reference data in your Braze campaigns.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/catalogs/selections,2026-09-02,6371,5982,926,10,5,2,8,0,company-own (technical)
docs__user_guide__data__activation__catalogs__use,docs__user_guide__data__activation__catalogs__use.md,Using catalogs,This reference article covers how to use catalogs to reference non-user data in your Braze campaigns through Liquid.,user_guide/data,https://www.braze.com/docs/user_guide/data/activation/catalogs/use,2026-09-02,11671,11300,1770,19,5,22,33,0,company-own (technical)
